UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_ROWS,DIM_COLS,NUM_FRAMES,CASC_LEN,DIM_A_LEADING,DIM_Q_LEADING,DIM_R_LEADING,COMPILE,SIM,FUNC,Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
qrd,22,float,144,48,6,3,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,704,32,2,3,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,80,8,8,6,1,0,0,1,1,1,91465.6,191753.6,52.89,96794.7,120698.0,53.02,24.0,6.0,6.0,8.0,53502.0,8784 8944 8944 8944 8944 8784
qrd,22,cfloat,224,104,3,10,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,12,12,8,2,0,0,0,1,1,1,30515.2,60644.8,37.25,30889.02,37910.0,37.98,8.0,2.0,2.0,4.0,30747.0,2338 3320
qrd,2,float,72,40,1,4,0,0,0,1,1,1,150812.79,484351.08,11.86,242716.18,303089.0,11.87,16.0,4.0,4.0,8.0,36308.0,8992 10064 10016 9840
qrd,22,float,80,32,6,1,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,444,4,6,2,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,744,8,3,4,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,224,8,3,3,1,0,0,1,1,1,324456.0,763734.51,14.0,383961.72,401487.0,14.05,20.0,3.0,3.0,6.0,97335.0,4216 6072 6072
qrd,1,cfloat,80,72,2,6,0,0,0,1,1,1,404806.4,1101137.94,20.8,553737.1,689966.0,20.87,49.0,6.0,6.0,17.0,279827.0,3408 3456 3456 3456 3472 2730
qrd,2,cfloat,252,244,1,9,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,72,4,4,2,1,0,0,1,1,1,64614.4,131816.85,17.28,66489.25,82903.0,17.36,8.0,2.0,2.0,4.0,22973.0,9424 9328
qrd,2,float,288,8,1,3,0,0,0,1,1,1,26190.4,106193.14,43.04,53522.09,66492.0,43.31,12.0,3.0,3.0,5.0,26431.0,8592 9856 9696
qrd,2,float,16,8,3,6,0,0,0,1,1,1,7990.4,17980.8,42.65,9001.86,11519.0,41.67,24.0,6.0,6.0,8.0,12798.0,8224 8288 8288 8288 8288 8160
qrd,2,float,144,24,6,2,1,0,0,1,1,1,1545216.0,3167744.1,13.03,1587955.88,1983622.0,13.06,27.0,2.0,2.0,5.0,183722.0,8800 9984
qrd,2,float,360,48,2,5,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,196,20,1,2,1,0,0,1,1,1,697155.2,1702109.25,4.59,853211.56,1064620.0,4.6,14.0,2.0,2.0,4.0,71933.0,9584 10752
qrd,2,cfloat,104,12,3,1,1,0,0,1,1,1,750931.2,1495840.53,4.98,750878.85,931079.0,5.02,10.0,1.0,1.0,2.0,65630.0,9744
qrd,22,float,96,48,5,8,0,0,0,1,1,1,1210744.0,2626568.1,17.45,1320142.4,1386452.0,17.44,43.0,8.0,8.0,13.0,245104.0,2822 4454 4326 4246 4246 4246 4182 4230
qrd,2,cfloat,488,4,2,2,0,0,0,1,1,1,185428.8,400397.33,19.22,203095.13,252753.0,19.3,12.0,2.0,2.0,4.0,73405.0,9440 9408
qrd,22,float,80,16,3,2,1,0,0,1,1,1,193160.0,408901.65,18.63,206067.07,215360.0,18.72,10.0,2.0,2.0,4.0,37340.0,2854 4054
qrd,1,float,72,32,4,4,0,0,0,1,1,1,121604.8,260255.46,69.65,132300.79,164116.0,70.19,20.0,4.0,4.0,7.0,97079.0,2538 3474 3410 3378
qrd,1,cfloat,76,56,2,3,0,0,0,1,1,1,411875.2,1063725.94,15.91,534991.5,665031.0,15.99,28.0,3.0,3.0,10.0,192553.0,3392 3456 2714
qrd,1,float,24,24,8,3,1,0,0,1,1,1,84288.0,170201.17,53.44,86080.57,106831.0,53.91,15.0,3.0,3.0,7.0,59945.0,2136 2866 2818
qrd,22,float,160,144,7,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,216,24,2,3,0,0,0,1,1,1,223412.8,622598.85,32.97,314379.81,387938.0,33.4,28.0,3.0,3.0,7.0,184649.0,3008 3688 3496
qrd,22,float,112,32,8,2,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,416,112,3,10,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,176,64,1,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,64,8,1,6,1,0,0,1,1,1,11371.2,45205.25,22.55,22704.49,24210.0,22.2,24.0,6.0,6.0,11.0,20590.0,4088 4232 4232 4232 4232 4200
qrd,1,cfloat,20,12,1,9,0,0,0,1,1,1,1054.4,3806.4,123.76,1939.2,2409.0,124.53,36.0,9.0,9.0,15.0,19517.0,2428 2496 2496 2496 2496 2496 2496 2496 2448
qrd,2,cfloat,52,4,2,1,1,0,0,1,1,1,34726.4,68791.25,11.99,34689.14,42504.0,12.23,4.0,1.0,1.0,2.0,8766.0,9360
qrd,1,float,24,24,4,7,0,0,0,1,1,0,21960.0,48421.02,93.94,24526.15,30454.0,94.56,28.0,7.0,7.0,13.0,38497.0,2440 2914 2914 2832 2832 2832 2866
qrd,1,float,112,24,2,6,1,0,0,1,1,1,34614.4,87182.85,120.92,44458.7,55043.0,122.08,26.0,6.0,6.0,12.0,59027.0,2660 3180 3180 3146 3146 3148
qrd,2,float,432,24,6,4,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,96,80,1,4,0,0,0,1,1,1,814296.0,2411229.14,6.36,1207099.32,1267501.0,6.36,19.0,4.0,4.0,8.0,94392.0,2758 4262 4214 4134
qrd,1,float,104,24,7,3,1,0,0,1,1,1,215246.4,450684.48,76.3,228982.39,282050.0,77.43,26.0,3.0,3.0,7.0,161513.0,2506 3234 3186
qrd,1,cfloat,20,4,8,1,0,0,0,1,1,1,7862.4,14687.25,81.75,7826.4,8472.0,94.42,4.0,1.0,1.0,2.0,12877.0,2532
qrd,22,cfloat,88,64,8,7,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,400,128,2,7,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,88,24,1,9,1,0,0,1,1,1,31121.6,136930.62,30.73,68703.63,86160.0,30.64,36.0,9.0,9.0,16.0,35229.0,8672 9952 9888 9888 9888 9888 8768 9888 9712
qrd,22,float,96,80,2,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,48,20,8,1,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,800,48,4,10,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,52,32,1,2,0,0,0,1,1,1,478108.8,1169043.08,2.84,585401.35,730884.0,2.84,10.0,2.0,2.0,4.0,38525.0,9424 10960
qrd,2,cfloat,160,20,3,3,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,72,16,1,10,1,0,0,1,1,1,32404.8,133112.91,17.26,66690.58,71144.0,17.0,40.0,10.0,10.0,21.0,40930.0,6008 4232 4232 4232 4232 4232 4232 4232 5992 4120
qrd,22,float,336,48,7,7,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,192,16,1,10,0,0,0,1,1,1,26657.6,121837.82,50.15,61247.01,64547.0,49.97,40.0,10.0,10.0,21.0,47820.0,3908 2788 2788 2788 2788 2788 2788 2788 3876 2662
qrd,1,float,24,8,2,5,1,0,0,1,1,1,1249.59,5105.6,148.64,2583.26,3122.0,153.74,20.0,5.0,5.0,9.0,11333.0,2086 2336 2336 2336 2726
qrd,22,cfloat,40,24,2,10,1,0,0,1,1,1,95504.0,250976.45,15.25,125880.36,133658.0,15.08,40.0,10.0,10.0,21.0,57826.0,6168 6104 6104 6104 4394 6104 4394 6104 6088 4328
qrd,2,float,904,24,4,6,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,12,12,7,4,1,0,0,1,1,1,124228.8,260188.9,7.71,130220.45,163194.0,7.72,16.0,4.0,4.0,8.0,30331.0,9472 10976 10976 10848
qrd,22,cfloat,56,24,1,6,0,0,0,1,1,1,97387.2,336966.85,7.95,168879.87,177523.0,7.94,24.0,6.0,6.0,11.0,37614.0,4200 6024 6008 6008 6008 5992
qrd,1,cfloat,20,4,2,1,0,0,0,1,1,1,2038.4,3807.25,79.84,2002.4,2152.0,92.93,4.0,1.0,1.0,2.0,4429.0,2516
qrd,2,float,208,8,1,6,1,0,0,1,1,1,11580.8,58946.28,56.05,29686.64,37145.0,55.99,24.0,6.0,6.0,8.0,27134.0,8592 8768 8768 8768 8768 8624
qrd,2,float,840,48,2,5,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,272,112,5,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,112,80,5,4,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,144,64,5,10,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,8,8,8,6,0,0,0,1,1,1,26489.6,58049.7,17.51,29235.19,36775.0,17.4,24.0,6.0,6.0,8.0,21305.0,9312 9280 9280 9280 9280 9088
qrd,2,float,8,8,4,3,1,0,0,1,1,1,13648.0,29139.09,17.5,14621.04,18441.0,17.35,12.0,3.0,3.0,5.0,7455.0,7824 8448 8384
qrd,1,cfloat,588,8,5,7,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,240,24,5,2,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,240,32,5,6,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,52,8,5,1,1,0,0,1,1,1,303552.0,603821.22,6.85,303541.48,375230.0,6.92,8.0,1.0,1.0,2.0,37694.0,9632
qrd,2,float,576,88,1,7,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,176,32,3,4,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,64,4,6,3,0,0,0,1,1,1,9363.2,18248.32,157.98,9692.8,11406.0,168.33,12.0,3.0,3.0,7.0,31241.0,2488 2622 2544
qrd,2,cfloat,620,20,5,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,120,32,3,9,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,168,20,1,4,0,0,0,1,1,1,35252.8,116388.0,56.46,59508.06,73507.0,57.13,18.0,4.0,4.0,9.0,68151.0,2608 3268 3220 3172
qrd,22,cfloat,272,120,1,7,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,96,28,7,10,0,0,0,1,1,1,249328.0,538616.96,68.84,273305.1,339363.0,69.3,69.0,10.0,10.0,21.0,367179.0,2672 3392 3392 3606 3606 3606 3606 3606 3606 3554
qrd,1,cfloat,32,4,6,2,0,0,0,1,1,1,6137.6,11337.7,125.88,6099.2,7232.0,132.74,8.0,2.0,2.0,4.0,16475.0,2584 2544
qrd,2,cfloat,320,4,1,1,0,0,0,1,1,1,92552.0,183022.72,13.83,92497.82,113038.0,14.15,6.0,1.0,1.0,2.0,24606.0,9248
qrd,22,cfloat,80,24,4,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,640,16,3,3,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,656,24,6,6,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,204,76,2,9,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,736,8,2,6,0,0,0,1,1,1,24363.2,64990.4,344.0,34232.0,41483.0,354.84,28.0,6.0,6.0,13.0,121107.0,2472 2528 2528 2528 2528 2506
qrd,22,float,128,112,1,9,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,240,20,2,7,0,0,0,1,1,1,87062.4,234773.37,79.96,120046.15,148427.0,80.84,36.0,7.0,7.0,13.0,183617.0,2848 3384 3300 3300 3300 3300 3248
qrd,1,cfloat,248,8,7,5,0,0,0,1,1,1,119334.4,265179.2,102.61,135337.6,165268.0,105.04,42.0,5.0,5.0,11.0,242981.0,2574 3334 2608 2608 3266
qrd,22,cfloat,56,16,2,5,0,0,0,1,1,1,134888.0,340543.42,10.48,170847.5,179408.0,10.48,20.0,5.0,5.0,9.0,42353.0,4264 6136 6088 6088 6056
qrd,22,float,480,80,4,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,136,12,2,6,0,0,0,1,1,1,25089.6,65820.68,96.09,33967.87,41763.0,97.69,26.0,6.0,6.0,10.0,69779.0,2688 3316 2646 2646 2646 3264
qrd,22,cfloat,88,64,1,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,236,56,3,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,96,24,1,1,1,0,0,1,1,1,49441.6,97023.36,46.63,49402.4,59418.0,48.47,6.0,1.0,1.0,2.0,22573.0,2546
qrd,1,float,104,8,4,2,1,0,0,1,1,1,19108.8,39075.3,163.22,20389.16,24256.0,171.5,10.0,2.0,2.0,4.0,31387.0,2458 3106
qrd,1,float,72,8,1,1,0,0,0,1,1,1,4798.39,9122.45,120.9,4762.4,5346.0,134.68,4.0,1.0,1.0,2.0,6605.0,2274
qrd,22,float,192,32,2,6,0,0,0,1,1,1,469294.4,1199115.88,20.42,601505.35,630985.0,20.44,28.0,6.0,6.0,12.0,119828.0,2950 4102 4102 4070 4070 4086
qrd,1,cfloat,52,12,8,8,0,0,0,1,1,1,44819.2,92865.28,104.35,47837.78,58952.0,105.84,34.0,8.0,8.0,16.0,104047.0,2890 2640 2640 2640 2640 2640 2640 3346
qrd,1,cfloat,80,20,3,4,0,0,0,1,1,1,78864.0,174208.8,53.93,88996.06,109998.0,54.54,20.0,4.0,4.0,9.0,94775.0,2656 3448 3400 3352
qrd,1,cfloat,44,8,6,2,0,0,0,1,1,1,28235.2,56432.74,72.12,29201.94,35055.0,75.31,9.0,2.0,2.0,4.0,40475.0,2746 3320
qrd,22,cfloat,176,8,2,2,0,0,0,1,1,1,212363.2,503065.82,11.13,252886.52,264150.0,11.19,12.0,2.0,2.0,4.0,51834.0,4232 6136
qrd,2,cfloat,276,24,1,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,240,16,4,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,88,8,1,4,1,0,0,1,1,1,25860.8,93907.2,14.92,47184.0,49468.0,14.94,16.0,4.0,4.0,8.0,20468.0,4088 4232 4232 5976
qrd,22,float,272,16,4,5,1,0,0,1,1,1,461372.8,1020916.57,33.86,514013.41,538202.0,33.96,34.0,5.0,5.0,11.0,156070.0,2838 4070 4020 4020 4004
qrd,22,float,656,64,2,7,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,108,12,8,6,0,0,0,1,1,1,100544.0,208809.06,96.56,107368.73,132490.0,97.81,36.0,6.0,6.0,13.0,189011.0,2890 3398 2640 3398 2640 3346
qrd,2,cfloat,696,32,3,9,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,24,4,5,1,0,0,0,1,1,1,5504.0,10226.45,87.75,5468.0,5844.0,102.66,4.0,1.0,1.0,2.0,9965.0,2532
qrd,22,float,128,80,8,6,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,408,24,1,2,1,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,128,112,5,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,408,40,3,7,0,0,0,1,1,1,382985.6,1069821.82,91.03,537821.04,666210.0,91.86,63.0,7.0,7.0,15.0,432481.0,2746 3458 3458 3458 3458 3410 3362
qrd,22,cfloat,968,16,3,9,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,460,12,2,8,0,0,0,1,1,1,71585.6,208604.34,102.96,107216.0,131649.0,104.82,40.0,8.0,8.0,16.0,220015.0,2672 2646 2646 2646 2646 2646 2646 3264
qrd,2,cfloat,428,12,1,1,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,36,8,3,2,1,0,0,1,1,1,80841.6,181005.37,9.5,90900.55,113068.0,9.55,8.0,2.0,2.0,4.0,18813.0,9488 10832
qrd,2,float,32,16,4,2,0,0,0,1,1,1,135076.79,285671.68,14.25,143653.29,178997.0,14.3,8.0,2.0,2.0,4.0,23594.0,9040 10016
qrd,22,cfloat,112,56,1,9,0,0,0,1,1,1,671745.6,2505157.48,5.0,1254225.23,1318073.0,4.99,41.0,9.0,9.0,16.0,146725.0,4248 6200 6168 6136 6104 6104 6088 6104 6088
qrd,2,float,616,8,4,2,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,336,12,1,7,0,0,0,1,1,1,12206.4,77432.0,101.4,39761.1,48545.0,103.82,30.0,7.0,7.0,15.0,94657.0,2464 3186 2512 2512 2512 2512 3134
qrd,1,cfloat,120,108,3,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,260,12,1,4,0,0,0,1,1,1,165000.0,564465.82,11.0,283444.67,353750.0,11.02,18.0,4.0,4.0,8.0,65147.0,9392 10880 10880 10656
qrd,22,float,624,48,1,2,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,156,12,1,4,0,0,0,1,1,1,100540.8,343011.77,10.87,172217.59,214970.0,10.88,16.0,4.0,4.0,8.0,41851.0,9360 10864 10864 10624
qrd,1,float,336,24,1,9,0,0,0,1,1,1,19812.8,90297.6,174.56,46193.59,57174.0,176.3,38.0,9.0,9.0,16.0,91997.0,2402 3066 3032 3032 3032 3032 2408 3032 2996
qrd,2,cfloat,148,4,3,2,1,0,0,1,1,1,91704.0,190649.28,18.4,96517.53,120071.0,18.48,10.0,2.0,2.0,4.0,34045.0,9408 9312
qrd,2,cfloat,12,12,1,3,0,0,0,1,1,1,15036.8,43888.57,6.55,21977.96,27485.0,6.54,12.0,3.0,3.0,5.0,8060.0,9376 10720 10640
qrd,1,float,40,40,1,1,1,0,0,1,1,1,71571.2,141848.96,22.36,71535.2,87788.0,22.78,4.0,1.0,1.0,2.0,20813.0,2328
qrd,22,float,112,16,2,3,1,0,0,1,1,1,125158.4,294507.2,24.19,148140.67,155060.0,24.26,12.0,3.0,3.0,6.0,36426.0,2806 4070 4006
qrd,22,float,48,48,3,6,1,0,0,1,1,1,448390.4,1035918.85,13.31,519187.44,545034.0,13.31,27.0,6.0,6.0,13.0,92820.0,2822 4310 4230 4182 4182 4150
qrd,2,float,200,72,5,5,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,32,12,1,5,0,0,0,1,1,1,17313.59,65528.91,11.68,32854.27,41304.0,11.62,20.0,5.0,5.0,7.0,15770.0,9344 10864 10864 9456 10656
qrd,22,float,192,32,3,10,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,236,4,3,2,0,0,0,1,1,1,17238.4,31062.5,164.63,17199.99,20200.0,175.24,12.0,2.0,2.0,5.0,52379.0,2568 2544
qrd,2,float,1000,8,2,1,1,0,0,1,1,1,559028.8,1105213.33,28.62,558970.85,682681.0,29.29,18.0,1.0,1.0,3.0,133941.0,8720
qrd,2,float,672,8,3,1,1,0,0,1,1,1,570980.8,1129037.44,28.24,570937.6,697506.0,28.9,18.0,1.0,1.0,3.0,133909.0,8736
qrd,22,float,112,96,2,3,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,84,28,5,7,0,0,0,1,1,1,191496.0,421747.42,54.98,213867.81,265369.0,55.39,47.0,7.0,7.0,15.0,234401.0,2672 3392 3640 3640 3494 3640 3592
qrd,1,float,320,16,4,10,0,0,0,1,1,1,79016.0,179030.85,222.49,92045.41,113758.0,225.03,49.0,10.0,10.0,21.0,195275.0,2538 3120 2474 2474 2474 2474 2474 2474 2474 3084
qrd,2,cfloat,244,12,2,1,0,0,0,1,1,1,1147414.39,2285413.22,5.1,1147355.08,1422457.0,5.14,14.0,1.0,1.0,3.0,99390.0,9632
qrd,2,cfloat,700,12,1,2,0,0,0,1,1,1,837096.0,2219448.34,7.53,1114167.13,1388295.0,7.56,22.0,2.0,2.0,5.0,149629.0,9424 10704
qrd,1,cfloat,36,12,4,1,0,0,0,1,1,1,44840.0,86898.45,38.56,44800.8,52514.0,41.13,6.0,1.0,1.0,2.0,33997.0,2612
qrd,1,cfloat,812,4,2,3,0,0,0,1,1,1,27360.0,68476.8,176.49,36806.4,42983.0,188.91,22.0,3.0,3.0,6.0,128041.0,2578 2680 2614
qrd,22,float,192,48,8,7,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,376,8,2,5,0,0,0,1,1,1,16824.0,48276.22,240.52,25012.3,30261.0,248.5,22.0,5.0,5.0,9.0,63429.0,2456 2492 2492 2492 3094
qrd,22,float,48,48,1,5,0,0,0,1,1,1,123225.6,401507.2,11.45,201105.6,211291.0,11.44,20.0,5.0,5.0,9.0,35878.0,2886 4038 4022 3990 3974
qrd,2,cfloat,28,12,8,5,0,0,0,1,1,1,214356.8,449656.1,11.88,226086.15,282231.0,11.9,22.0,5.0,5.0,7.0,60538.0,9472 11120 11120 9616 10896
qrd,22,float,176,96,8,10,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,4,4,2,1,0,0,0,1,1,1,1000.0,1935.25,33.14,964.0,1110.0,36.03,4.0,1.0,1.0,2.0,2253.0,1996
qrd,22,float,352,80,2,5,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,768,84,1,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,72,24,2,7,0,0,0,1,1,1,20494.4,53802.62,126.17,27389.78,33869.0,127.55,28.0,7.0,7.0,13.0,44449.0,2644 3180 3180 3146 3146 3146 3148
qrd,1,cfloat,12,12,1,1,0,0,0,1,1,1,5320.0,10396.05,27.24,5284.0,6286.0,28.63,4.0,1.0,1.0,2.0,5005.0,2220
qrd,22,float,128,16,1,1,0,0,0,1,1,1,155846.4,309946.56,13.15,155738.4,161897.0,13.28,4.0,1.0,1.0,2.0,19374.0,2674
qrd,1,cfloat,556,4,5,4,0,0,0,1,1,1,57358.4,134653.6,159.95,69520.86,81344.0,170.87,32.0,4.0,4.0,9.0,202167.0,1904 2594 2654 2576
qrd,22,float,32,32,3,10,0,0,0,1,1,1,59400.0,168748.68,36.26,84702.4,89368.0,36.09,40.0,10.0,10.0,21.0,52684.0,3508 3492 3492 3492 3492 3492 3492 3492 3460 2644
qrd,22,float,480,16,8,4,0,0,0,1,1,1,1940966.4,4270542.29,28.59,2148273.23,2243894.0,28.75,71.0,4.0,4.0,9.0,513208.0,2854 4150 4150 4134
qrd,22,float,224,96,2,3,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,8,8,1,3,0,0,0,1,1,1,688.0,2147.93,59.83,1069.6,1290.0,62.01,12.0,3.0,3.0,7.0,6089.0,2060 2592 2566
qrd,2,cfloat,564,4,1,3,0,0,0,1,1,1,45934.4,202734.74,22.06,102236.18,127430.0,22.12,14.0,3.0,3.0,5.0,54076.0,9296 9520 9200
qrd,2,float,544,288,1,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,88,4,3,3,0,0,0,1,1,1,5598.4,12224.0,162.36,6504.0,7610.0,173.45,12.0,3.0,3.0,7.0,23753.0,2488 2638 2544
qrd,1,cfloat,680,12,5,10,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,56,12,4,8,0,0,0,1,1,1,146627.2,339712.57,15.76,170535.38,212982.0,15.77,32.0,8.0,8.0,14.0,62711.0,9552 9568 9568 9568 9568 9568 9568 10816
qrd,22,float,384,128,1,3,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,float,288,32,1,2,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,40,16,3,5,1,0,0,1,1,1,13368.0,29358.4,128.09,14989.29,18537.0,129.47,20.0,5.0,5.0,9.0,26501.0,2458 3138 3072 3072 3036
qrd,2,float,656,8,1,3,0,0,0,1,1,1,56844.8,233260.0,44.6,117646.27,146059.0,44.91,14.0,3.0,3.0,5.0,54399.0,8592 9888 9712
qrd,2,cfloat,652,12,1,9,0,0,0,1,1,1,185664.0,952249.6,16.36,478172.18,597545.0,16.36,40.0,9.0,9.0,18.0,186230.0,9376 9472 9472 9472 9472 9472 9472 9472 9216
qrd,2,float,336,176,1,4,0,0,0,default,default,default,,,,,,,,,,,,
qrd,22,cfloat,88,24,2,2,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,976,8,8,4,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,24,8,8,2,1,0,0,1,1,1,14272.0,28445.44,105.22,14571.08,17647.0,108.8,8.0,2.0,2.0,4.0,17435.0,2168 2818
qrd,2,float,240,40,3,2,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,36,8,5,5,1,0,0,1,1,1,87436.8,197228.57,14.54,99012.92,123249.0,14.6,20.0,5.0,5.0,7.0,34234.0,9504 9568 9568 9568 10800
qrd,1,float,560,8,8,8,0,0,0,1,1,1,97092.8,216836.8,325.28,110180.3,133224.0,336.27,64.0,8.0,8.0,17.0,318319.0,1878 2554 2490 2474 2474 2474 2474 2454
qrd,22,cfloat,8,8,2,6,1,0,0,1,1,1,3227.2,12170.72,31.31,4087.8,4384.0,30.65,24.0,6.0,6.0,11.0,12270.0,2916 2958 2958 2958 2958 2922
qrd,2,float,160,24,3,1,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,36,8,1,3,0,0,0,1,1,1,12945.6,49060.68,11.7,24612.8,30713.0,11.72,12.0,3.0,3.0,5.0,10300.0,9328 10864 10624
qrd,22,cfloat,8,8,3,1,0,0,0,1,1,1,27408.0,54402.56,7.03,27300.68,28382.0,7.1,4.0,1.0,1.0,2.0,6141.0,2928
qrd,22,float,704,48,3,7,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,176,12,5,2,1,0,0,1,1,1,1358150.4,2834131.94,7.41,1420118.05,1774741.0,7.43,26.0,2.0,2.0,4.0,180413.0,9472 10976
qrd,1,cfloat,984,4,1,1,0,0,0,1,1,1,31116.8,55923.3,126.62,31081.6,30949.0,158.97,11.0,1.0,1.0,3.0,72429.0,2404
qrd,2,float,136,64,2,9,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,cfloat,212,20,8,9,0,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,56,32,2,4,0,0,0,1,1,1,44830.4,108009.37,65.52,54694.27,67861.0,66.01,16.0,4.0,4.0,7.0,43575.0,2472 3286 3244 3212
qrd,1,float,184,40,1,1,0,0,0,1,1,1,234771.2,463640.85,31.35,234735.2,286028.0,32.16,10.0,1.0,1.0,3.0,67469.0,2454
qrd,1,float,136,8,8,6,1,0,0,1,1,1,27587.2,53840.0,308.34,28179.65,34310.0,317.1,26.0,6.0,6.0,12.0,83667.0,2474 2474 2474 2474 2474 2454
qrd,2,cfloat,4,4,2,3,1,0,0,1,1,1,3220.8,12692.18,10.07,3174.66,4054.0,9.86,12.0,3.0,3.0,5.0,5180.0,8336 8416 8336
qrd,2,float,256,56,2,7,1,0,0,default,default,default,,,,,,,,,,,,
qrd,1,float,64,64,3,4,1,0,0,1,1,0,314611.2,704716.8,34.63,354788.79,441916.0,34.75,25.0,4.0,4.0,8.0,154295.0,2506 3250 3234 3202
qrd,22,float,160,144,1,2,0,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,168,64,3,2,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,float,496,24,4,3,1,0,0,default,default,default,,,,,,,,,,,,
qrd,2,cfloat,148,44,4,5,1,0,0,default,default,default,,,,,,,,,,,,
