UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,SUBST_TYPE,L_LEADING,GRID_DIM,NUM_FRAMES,DIAG_INV,COMPILE,SIM,FUNC,Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
substitution,1,float,64,0,0,8,4,0,1,1,1,995.2,1738.77,269.93,948.8,1088.0,353.2,150.0,36.0,36.0,71.0,97440.0,2612 1776 1782 1782 2612 1776 1782 1782 1782 2612 1776 1782 1782 1782 1782 2612 1776 1782 1782 1782 1782 1782 2612 2564 1776 1782 1782 1782 1782 1782 1782 2514 1776 2612 1776 1782
substitution,22,cfloat,280,0,0,7,4,1,default,default,default,,,,,,,,,,,,
substitution,22,float,64,0,0,1,4,1,1,1,1,126043.2,236710.4,2.03,126071.2,116023.0,2.31,12.0,1.0,1.0,2.0,70190.0,5616
substitution,1,cfloat,8,0,0,2,1,1,1,1,1,310.39,1148.97,46.64,171.42,168.0,66.22,23.0,6.0,6.0,8.0,7905.0,1434 2266 1434 1626 1434 2262
substitution,1,float,48,0,0,3,1,0,1,1,1,672.0,1110.72,76.36,627.65,549.0,109.28,27.0,6.0,6.0,12.0,15982.0,1962 2002 2900 1962 2948 2900
substitution,2,float,360,0,0,5,3,0,1,1,1,128713.6,246287.57,8.34,129295.42,153146.0,8.85,166.0,15.0,15.0,32.0,991450.0,2048 2064 2064 7440 2048 2064 2064 2064 7344 2048 2064 7440 7408 2048 7440
substitution,22,float,448,0,0,7,2,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,48,0,0,4,2,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,12,0,0,1,2,0,1,1,1,17489.59,34480.1,1.37,17428.8,21192.0,1.41,6.0,1.0,1.0,2.0,4436.0,7920
substitution,1,cfloat,48,0,0,3,3,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,192,0,0,4,3,1,1,1,0,223281.6,551474.62,2.04,281227.93,340705.0,2.16,96.0,10.0,10.0,21.0,599350.0,2256 2288 2288 5952 5968 2256 2288 6000 6000 2256
substitution,1,cfloat,64,0,0,8,2,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,20,0,0,5,2,1,default,default,default,,,,,,,,,,,,
substitution,22,float,192,0,0,3,2,0,1,1,1,62849.6,167826.51,4.38,87605.9,86974.0,4.63,43.0,6.0,6.0,11.0,216849.0,2420 2434 5688 5732 2420 5718
substitution,2,float,96,0,0,3,2,1,1,1,1,18827.2,35993.81,10.22,18781.25,22722.0,10.79,29.0,6.0,6.0,11.0,63078.0,2032 2064 5520 2032 5616 5568
substitution,1,cfloat,24,0,0,3,2,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,40,0,0,5,4,0,1,1,1,22108.8,43784.0,7.25,22067.2,28455.0,7.38,63.0,15.0,15.0,30.0,61870.0,2288 7760 7776 2304 2272 7760 2288 2320 2320 7760 2320 2288 2320 2320 7680
substitution,22,float,96,0,0,2,3,0,1,1,1,63224.0,119896.0,4.55,63171.88,60660.0,5.02,22.0,3.0,3.0,5.0,93833.0,5748 2420 5690
substitution,22,float,240,0,0,3,1,1,1,1,1,44081.6,133467.69,3.44,69709.2,70487.0,3.57,45.0,6.0,6.0,12.0,171153.0,2486 2502 5582 5636 2486 5638
substitution,1,cfloat,60,0,0,3,2,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,72,0,0,6,3,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,40,0,0,2,3,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,84,0,0,3,3,1,default,default,default,,,,,,,,,,,,
substitution,2,float,224,0,0,7,3,0,1,1,1,51436.8,100601.37,13.0,51636.8,65612.0,13.71,139.0,28.0,28.0,63.0,414414.0,2032 2064 2032 7408 2064 2064 2064 7408 7408 2032 2064 2032 2064 2064 2064 7408 2064 2032 2064 2064 2064 2064 7312 2064 2064 2032 7408 7376
substitution,22,float,128,0,0,8,2,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,12,0,0,1,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,160,0,0,8,3,1,1,1,1,33456.0,97625.02,-1.0,-1.0,65126.0,9.61,180.0,36.0,36.0,83.0,443772.0,2288 2256 2288 2256 2288 2288 2288 2288 6048 2288 2288 2288 6048 6000 2288 2256 2288 2256 6032 2288 2288 2288 6048 2288 2256 6048 6048 2256 2288 2288 2256 2288 2288 2288 5952 2288
substitution,22,float,448,0,0,4,1,0,1,1,1,73499.2,392285.25,2.21,202043.32,205821.0,2.35,103.0,10.0,10.0,22.0,534726.0,2486 2502 2502 5598 5684 2486 2502 5686 2486 5686
substitution,2,cfloat,24,0,0,3,4,1,1,1,1,15158.4,29891.09,6.35,15116.11,19094.0,6.36,29.0,6.0,6.0,12.0,25263.0,2272 2304 5680 2288 5776 5760
substitution,1,cfloat,56,0,0,2,1,0,1,1,1,4604.8,12047.08,-1.0,-1.0,3094.0,23.38,27.0,6.0,6.0,10.0,104001.0,1498 2952 1498 1934 1498 2902
substitution,22,float,128,0,0,4,3,0,1,1,1,36961.6,78976.36,9.37,40980.8,42142.0,9.74,56.0,10.0,10.0,19.0,149446.0,2402 5712 2402 2416 5712 5732 2402 2416 2416 5666
substitution,22,cfloat,288,0,0,4,1,0,1,1,1,107073.6,761119.65,0.74,384654.89,402732.0,0.77,93.0,10.0,10.0,22.0,450802.0,2844 2860 2860 6378 6448 2844 2860 6432 2844 6432
substitution,1,cfloat,196,0,0,7,1,0,1,1,1,4611.2,18116.34,55.42,3536.0,4955.0,50.52,244.0,56.0,56.0,98.0,964946.0,1498 1934 1498 1970 2958 1970 1954 1498 1970 1970 2958 1918 1934 1498 1970 2958 1970 1970 1498 1970 1954 1498 1970 1970 1970 1970 2902 1918 1498 2958 1498 1970 1498 1934 1498 1498 1498 1498 1498 1498 1498 2958 1498 1498 1934 1498 1498 1498 2952 1498 1498 1498 1498 1498 1498 1498
substitution,22,float,128,0,0,2,4,1,1,1,1,126419.2,237335.89,4.05,126393.25,118219.0,4.56,35.0,3.0,3.0,6.0,210313.0,5716 2420 5642
substitution,22,float,32,0,0,2,4,0,1,1,1,21313.6,41656.64,6.02,21248.11,21700.0,6.29,16.0,3.0,3.0,5.0,19209.0,5876 2416 5774
substitution,2,cfloat,52,0,0,1,3,0,1,1,1,154608.0,295929.81,1.01,154429.02,176767.0,1.1,12.0,1.0,1.0,2.0,70164.0,7744
substitution,22,cfloat,96,0,0,6,4,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,140,0,0,5,4,1,default,default,default,,,,,,,,,,,,
substitution,1,float,576,0,0,8,1,0,1,1,1,6777.6,20815.2,46.35,12428.92,11421.0,66.94,214.0,36.0,36.0,76.0,837280.0,3006 1844 1858 1858 3006 1844 1858 1858 1858 3006 2968 1844 1858 1858 1858 1858 1858 1858 2944 1844 1858 1858 1858 1858 1858 3006 1844 1858 1858 1858 1858 3006 1844 3006 1844 1858
substitution,1,cfloat,32,0,0,4,3,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,84,0,0,7,2,1,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,80,0,0,1,1,0,1,1,1,127326.4,244595.2,0.62,127353.14,123047.0,0.68,11.0,1.0,1.0,2.0,54771.0,6370
substitution,1,float,144,0,0,2,1,0,1,1,1,6768.0,11607.2,18.35,7847.26,4719.0,38.14,20.0,3.0,3.0,6.0,70216.0,1844 2944 2968
substitution,2,float,400,0,0,5,2,1,1,1,0,81396.8,275389.94,5.6,142944.86,170152.0,5.89,151.0,15.0,15.0,32.0,819450.0,2048 2064 2064 5584 2048 2064 2064 2064 5536 2048 2064 5584 5584 2048 5568
substitution,1,cfloat,44,0,0,1,1,0,1,1,1,10254.4,11397.76,10.42,4221.25,3562.0,15.44,15.0,2.0,2.0,4.0,81505.0,1498 2902
substitution,1,cfloat,12,0,0,3,3,1,default,default,default,,,,,,,,,,,,
substitution,2,float,960,0,0,8,1,1,1,1,0,56160.0,407444.22,4.58,209441.47,257747.0,4.7,373.0,36.0,36.0,87.0,2193232.0,2032 2048 2032 2048 2048 2048 2048 2048 2048 5520 2048 5520 2064 2048 2032 2048 2000 5520 2048 2048 2048 5520 2048 2032 5504 5504 2016 2048 2048 2032 5472 2048 2048 5456 2064 2064
substitution,1,float,48,0,0,6,2,1,1,1,1,544.0,960.85,190.77,502.4,611.0,258.06,88.0,21.0,21.0,48.0,43048.0,1722 1798 1798 1798 2556 2538 1722 1798 1798 1798 1798 2510 1722 1798 1798 2556 1722 1798 2556 1722 2556
substitution,1,cfloat,8,0,0,1,2,1,default,default,default,,,,,,,,,,,,
substitution,22,float,192,0,0,3,4,1,1,1,1,147744.0,335859.31,4.37,175654.89,171029.0,4.71,64.0,6.0,6.0,12.0,419601.0,2420 2434 5640 5716 2420 5702
substitution,22,float,336,0,0,7,3,0,1,1,1,65641.6,197704.57,-1.0,-1.0,106547.0,10.52,196.0,28.0,28.0,57.0,862323.0,2434 5732 2420 2434 2434 2434 5732 2420 5748 2434 2434 2434 2434 5732 2434 2420 2434 2434 2434 2434 5688 2420 5732 2420 2434 5732 2434 2420
substitution,22,float,512,0,0,8,3,1,1,1,0,169217.6,401113.25,7.44,206326.03,214320.0,7.83,302.0,36.0,36.0,79.0,1897052.0,2420 2434 2434 2434 2434 2434 2420 2434 5702 5640 5716 2434 2420 2434 2420 2434 2434 5718 2434 2434 2434 5702 2434 2420 2434 5702 5702 2434 2420 2434 2434 2420 2434 2434 2434 5702
substitution,2,float,96,0,0,3,1,0,1,1,1,16428.8,32027.84,5.85,16385.59,20826.0,5.9,29.0,6.0,6.0,12.0,36198.0,2000 2032 7248 2000 7360 7312
substitution,2,cfloat,60,0,0,5,1,1,1,1,1,6139.2,12116.37,9.77,6135.77,9218.0,10.04,65.0,15.0,15.0,30.0,42990.0,2208 5808 5824 2224 2208 5808 2208 2224 2224 5808 2224 2208 2224 2224 5728
substitution,1,float,32,0,0,4,1,1,1,1,1,308.8,536.53,121.75,263.01,267.0,149.81,44.0,10.0,10.0,19.0,17248.0,1506 2490 1506 1588 2490 1506 2454 1588 1588 2442
substitution,1,cfloat,60,0,0,3,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,240,0,0,5,3,0,1,1,1,65508.8,153255.31,9.01,79856.61,81169.0,9.52,110.0,15.0,15.0,29.0,463400.0,5732 5748 2420 2434 5732 2420 2434 2434 5732 2420 2434 2434 2434 5688 2420
substitution,22,float,112,0,0,7,1,1,1,1,1,5529.6,10632.85,20.88,5368.34,7562.0,21.56,116.0,28.0,28.0,58.0,73843.0,2486 5674 2368 2486 2486 2486 5674 2368 5684 2486 2486 2486 2486 5674 2486 2368 2486 2486 2486 2486 5614 2368 5674 2368 2486 5674 2486 2368
substitution,2,cfloat,128,0,0,8,4,0,1,1,1,47718.4,93802.66,10.73,47681.25,62788.0,10.63,148.0,36.0,36.0,83.0,393596.0,2288 2256 2288 2256 2272 2288 2288 2288 7824 2272 2288 2288 7824 8176 2288 2256 2288 2256 7824 2288 2272 2272 7824 2288 2256 7824 7824 2256 2272 2288 2256 2272 2288 2272 7776 2272
substitution,1,cfloat,28,0,0,7,2,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,48,0,0,2,4,1,1,1,1,56025.6,108296.74,3.43,55961.02,66524.0,3.63,21.0,3.0,3.0,5.0,67737.0,2256 5968 6016
substitution,1,float,16,0,0,1,2,1,1,1,1,1241.59,2044.58,26.72,1196.0,941.0,42.5,6.0,1.0,1.0,2.0,3950.0,2952
substitution,1,cfloat,384,0,0,8,1,1,1,1,0,12065.6,61436.65,21.87,17555.91,18855.0,25.74,431.0,72.0,72.0,161.0,2132428.0,2712 1434 1434 1434 1434 1434 1434 1854 1434 2762 1434 1434 1434 1854 1434 1434 1890 1434 2762 1434 1434 1854 1434 1890 1434 1890 1434 2762 1434 1434 1854 1854 1890 1890 1890 1890 1890 1890 2762 1890 2762 1434 1434 1434 1434 1434 1854 2702 1890 1922 1890 1890 1890 1890 1890 1890 1890 1890 2762 1890 1854 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434
substitution,1,float,32,0,0,1,2,1,1,1,1,3416.0,5165.22,18.98,3370.74,2124.0,37.66,6.0,1.0,1.0,2.0,10670.0,3020
substitution,22,cfloat,200,0,0,5,2,0,1,1,1,130796.8,419364.11,1.88,212185.59,225138.0,1.9,108.0,15.0,15.0,29.0,437225.0,6486 6496 2824 2838 6486 2824 2838 2838 6486 2808 2838 2838 2838 6450 2824
substitution,1,cfloat,60,0,0,5,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,24,0,0,2,2,0,1,1,1,17532.8,34511.36,2.75,17452.57,21661.0,2.81,15.0,3.0,3.0,6.0,13209.0,2256 7920 8016
substitution,2,cfloat,24,0,0,2,1,0,1,1,1,8844.79,17313.17,2.74,8737.48,11059.0,2.8,15.0,3.0,3.0,6.0,8793.0,2208 7856 7952
substitution,22,float,160,0,0,5,3,1,1,1,1,37075.19,75303.46,12.26,39119.04,41069.0,12.73,82.0,15.0,15.0,30.0,223400.0,5712 5732 2402 2416 5712 2402 2416 2416 5712 2402 2416 2416 2416 5668 2402
substitution,1,cfloat,16,0,0,4,2,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,12,0,0,1,1,0,1,1,1,1276.8,1903.2,25.16,446.97,533.0,28.14,6.0,2.0,2.0,4.0,8161.0,1462 2868
substitution,1,cfloat,20,0,0,5,3,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,24,0,0,1,1,1,1,1,1,19950.4,38920.96,1.2,19862.39,19921.0,1.26,6.0,1.0,1.0,3.0,6835.0,6356
substitution,22,cfloat,360,0,0,5,1,1,1,1,0,107185.6,684198.89,1.03,346169.73,372903.0,1.01,138.0,15.0,15.0,33.0,675625.0,2860 2860 6400 2844 2860 2860 2860 6362 2844 2860 6400 6416 2844 6400 2844
substitution,1,cfloat,36,0,0,3,2,0,default,default,default,,,,,,,,,,,,
substitution,2,float,168,0,0,3,3,1,1,1,1,58676.8,130545.14,7.3,68997.29,79077.0,8.02,49.0,6.0,6.0,13.0,246342.0,2032 2064 5488 2032 5584 5536
substitution,2,float,216,0,0,3,3,1,1,1,1,101656.0,212294.05,5.76,112329.84,127538.0,6.38,69.0,6.0,6.0,13.0,397446.0,2048 2064 5536 2048 5584 5568
substitution,2,cfloat,24,0,0,6,4,1,1,1,1,7150.4,14173.01,13.52,7097.02,9596.0,13.74,89.0,21.0,21.0,44.0,46263.0,1952 4496 4464 1920 1952 1952 1952 1952 4400 1920 1952 1952 4496 1952 1920 4496 4496 1920 1920 1952 1952
substitution,2,float,144,0,0,2,3,1,1,1,1,85776.0,164548.9,4.87,88349.25,96659.0,5.62,34.0,3.0,3.0,6.0,199156.0,2048 5536 5568
substitution,2,cfloat,56,0,0,2,3,0,1,1,1,69729.6,135473.28,2.41,69585.82,83947.0,2.51,22.0,3.0,3.0,6.0,68121.0,2256 7776 7808
substitution,1,cfloat,16,0,0,4,1,0,1,1,0,318.39,1176.53,92.19,173.71,190.0,116.27,82.0,20.0,20.0,36.0,26078.0,1434 2260 1626 1654 1670 1670 1434 2342 1610 1434 1434 1434 2342 1434 1626 1434 2288 1434 1434 1434
substitution,2,cfloat,112,0,0,4,2,1,1,1,1,55936.0,152611.77,2.88,77521.72,95780.0,2.98,55.0,10.0,10.0,17.0,154486.0,2256 6016 2256 2288 6016 6048 2288 2256 2288 5968
substitution,22,cfloat,256,0,0,8,1,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,144,0,0,6,2,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,112,0,0,4,1,1,1,1,0,4595.2,17761.14,32.4,3456.0,4467.0,32.85,83.0,20.0,20.0,31.0,345374.0,1498 2830 1934 1970 1498 1970 1970 2890 1918 1498 1498 2890 1498 1934 1498 1498 2934 1498 1498 1498
substitution,1,cfloat,100,0,0,5,3,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,36,0,0,3,1,0,1,1,1,8812.79,17342.5,4.11,8748.68,11543.0,4.02,29.0,6.0,6.0,12.0,17391.0,2208 2224 7856 2208 7936 7952
substitution,1,cfloat,84,0,0,7,1,1,1,1,1,1257.59,1608.34,172.4,-1.0,744.0,144.23,228.0,56.0,56.0,94.0,226642.0,1462 2346 1462 2330 2946 2330 2330 1462 2330 2330 2946 2346 2346 1462 2330 2946 2330 2330 1462 2330 2314 1462 2330 2330 2330 2330 2866 2330 1462 2946 1462 2330 1462 2346 1462 1462 1462 1462 1462 1462 1462 2946 1462 1462 2346 1462 1462 1462 2884 1462 1462 1462 1462 1462 1462 1462
substitution,1,cfloat,60,0,0,5,2,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,32,0,0,1,4,1,1,1,1,120681.6,234649.28,1.06,120545.48,119764.0,1.12,9.0,1.0,1.0,2.0,38323.0,6420
substitution,2,cfloat,72,0,0,2,1,0,1,1,1,31884.8,61662.29,2.26,31822.17,39128.0,2.34,17.0,3.0,3.0,6.0,39225.0,2208 7696 7744
substitution,2,float,120,0,0,3,3,0,1,1,1,63156.8,122767.25,5.68,63259.77,76285.0,5.94,42.0,6.0,6.0,13.0,133542.0,2032 2064 7328 2032 7408 7376
substitution,1,cfloat,72,0,0,2,3,0,default,default,default,,,,,,,,,,,,
substitution,2,float,176,0,0,2,2,0,1,1,1,109884.8,207289.17,3.2,109802.97,124508.0,3.55,35.0,3.0,3.0,6.0,197492.0,2048 7360 7408
substitution,2,cfloat,80,0,0,5,4,0,1,1,1,47806.4,93845.54,6.7,47705.6,60814.0,6.82,66.0,15.0,15.0,25.0,165710.0,2256 7824 8176 2288 2256 7824 2256 2288 2288 7824 2288 2256 2272 2272 7776
substitution,2,cfloat,176,0,0,4,4,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,180,0,0,3,1,1,1,1,0,18268.8,70192.66,8.61,20885.23,19091.0,12.14,91.0,12.0,12.0,24.0,546304.0,1434 2718 1854 1890 2778 1854 2728 1434 1434 1434 1434 1434
substitution,2,cfloat,40,0,0,5,2,0,1,1,1,11113.6,21991.57,7.23,11062.97,14835.0,7.35,64.0,15.0,15.0,30.0,41390.0,2288 7760 7776 2304 2272 7760 2288 2320 2320 7760 2320 2288 2320 2320 7680
substitution,22,cfloat,240,0,0,5,1,1,1,1,0,55734.4,296433.23,1.59,150000.93,163370.0,1.59,96.0,15.0,15.0,29.0,320425.0,6400 6400 2844 2844 6404 2844 2860 2860 6400 2844 2860 2860 2860 6346 2844
substitution,1,float,16,0,0,2,3,0,1,1,1,769.6,1344.1,66.33,723.65,685.0,87.59,16.0,3.0,3.0,6.0,7432.0,1776 2514 2564
substitution,2,cfloat,132,0,0,3,2,0,1,1,1,94697.6,207347.65,2.47,106736.73,129171.0,2.56,46.0,6.0,6.0,12.0,209583.0,2256 2288 7792 2256 7840 7824
substitution,1,cfloat,160,0,0,8,1,1,1,1,1,2910.4,4045.2,117.74,-1.0,2126.0,126.9,289.0,72.0,72.0,246.0,673484.0,1490 1490 1490 1490 1490 1490 1490 1490 1490 1490 1490 1490 1490 2852 1490 1490 1490 1490 1490 1490 1490 1934 1490 2886 1490 1490 1490 1490 1490 1490 1490 1934 1490 1970 1490 2886 1490 1934 2886 1934 1970 1938 1970 1970 1938 1970 1970 1918 1970 1970 2870 2886 1934 1918 1970 1954 1970 1970 1970 1970 1970 1954 1970 1970 1970 2870 2830 1490 1490 1490 1490 1490
substitution,1,cfloat,40,0,0,5,3,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,48,0,0,4,4,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,48,0,0,4,3,0,1,1,1,26188.8,51677.12,5.5,26147.42,33244.0,5.56,45.0,10.0,10.0,18.0,57206.0,2256 8016 2256 2272 8016 8016 2272 2256 2288 7920
substitution,2,cfloat,36,0,0,3,3,0,1,1,1,26273.6,51806.29,4.12,26221.25,32787.0,4.16,28.0,6.0,6.0,11.0,34671.0,2256 2272 7920 2256 8016 8016
substitution,22,float,48,0,0,1,4,0,1,1,1,83838.39,158601.06,2.29,83623.77,78591.0,2.56,9.0,1.0,1.0,2.0,40686.0,5648
substitution,1,cfloat,32,0,0,8,4,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,24,0,0,3,3,1,1,1,1,11440.0,22566.72,6.31,11401.94,14479.0,6.32,28.0,6.0,6.0,11.0,21039.0,2272 2304 5680 2288 5776 5760
substitution,2,cfloat,240,0,0,6,2,1,1,1,0,112500.8,334290.85,2.82,169669.66,210573.0,2.91,152.0,21.0,21.0,46.0,609495.0,2288 6048 6000 2256 2288 2288 2288 2288 5968 2256 2288 2288 6032 2288 2256 6032 6032 2256 2256 2288 2288
substitution,2,cfloat,16,0,0,1,4,1,1,1,1,33860.8,66028.69,1.89,33795.19,40164.0,1.99,6.0,1.0,1.0,2.0,11604.0,5888
substitution,1,cfloat,28,0,0,1,3,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,144,0,0,4,1,0,1,1,1,7184.0,19590.66,35.43,4075.2,5462.0,33.79,136.0,20.0,20.0,42.0,554206.0,1934 1970 2958 1498 1498 1970 1970 2918 1934 1498 1498 2990 1934 1498 1498 1498 2952 1482 1482 1498
substitution,2,float,336,0,0,6,4,0,1,1,1,125169.6,284220.8,9.14,146918.4,177501.0,9.67,206.0,21.0,21.0,45.0,1133340.0,2064 7408 7360 2032 2064 2064 2064 2064 7312 2032 2064 2064 7408 2064 2032 7408 7408 2032 2032 2064 2064
substitution,1,float,32,0,0,4,4,1,1,1,1,985.6,1728.74,135.42,945.37,948.0,168.77,42.0,10.0,10.0,18.0,27616.0,1776 2556 1776 1782 2556 1776 2538 1782 1782 2510
substitution,2,cfloat,24,0,0,6,1,1,1,1,1,1836.8,7175.63,13.39,1790.4,2960.0,13.63,89.0,21.0,21.0,44.0,33015.0,1904 4384 4352 1872 1904 1904 1904 1904 4320 1872 1904 1904 4384 1904 1872 4384 4384 1872 1872 1904 1904
substitution,1,float,96,0,0,3,4,1,1,1,1,6822.4,10294.71,56.68,6766.28,4485.0,107.02,30.0,6.0,6.0,12.0,116974.0,1900 1928 3084 1900 3126 3084
substitution,2,float,600,0,0,5,1,0,1,1,1,82825.6,315546.05,3.66,163495.38,197812.0,3.8,167.0,15.0,15.0,32.0,914650.0,2032 2048 2048 7408 2000 2048 2048 2048 7312 2032 2048 7408 7344 7376 2016
substitution,1,cfloat,12,0,0,1,3,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,96,0,0,8,4,1,1,1,1,24521.6,48079.36,15.69,24464.34,32657.0,15.75,150.0,36.0,36.0,84.0,252156.0,2272 2256 2272 2256 2272 2272 2272 2288 5920 2288 2288 2288 5904 5936 2272 2256 2288 2256 5904 2272 2288 2288 5904 2272 2256 5904 5904 2256 2288 2272 2256 2288 2288 2288 5808 2288
substitution,2,float,192,0,0,8,4,1,1,1,1,26454.4,51103.68,29.05,26429.71,34443.0,29.88,181.0,36.0,36.0,79.0,419152.0,2064 2032 2064 2032 2064 2064 2064 2064 5616 2064 2064 2064 5616 5552 2064 2032 2064 2032 5616 2064 2064 2064 5616 2064 2032 5616 5616 2032 2064 2064 2032 2064 2064 2064 5504 2064
substitution,22,cfloat,64,0,0,8,3,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,24,0,0,2,4,1,1,1,1,24499.2,48049.17,3.92,24451.08,29835.0,4.07,16.0,3.0,3.0,6.0,22041.0,2256 5808 5936
substitution,22,float,96,0,0,2,4,1,1,1,1,84393.6,160142.5,4.55,84382.4,80650.0,5.07,25.0,3.0,3.0,7.0,121865.0,5716 2420 5658
substitution,1,cfloat,8,0,0,1,4,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,4,0,0,1,3,1,1,1,1,5376.0,10636.05,2.25,5317.94,6520.0,2.3,6.0,1.0,1.0,2.0,2100.0,4368
substitution,2,cfloat,20,0,0,5,4,0,1,1,1,10640.0,21198.29,7.53,10610.05,13761.0,7.61,63.0,15.0,15.0,29.0,33230.0,1920 6384 6352 1952 1920 6384 1920 1952 1952 6384 1952 1920 1952 1952 6304
substitution,1,cfloat,8,0,0,2,3,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,48,0,0,6,4,0,1,1,1,19321.59,38254.4,9.95,19276.91,21742.0,9.53,89.0,21.0,21.0,41.0,87441.0,6518 6548 2776 2788 2788 2788 2788 6442 2776 2788 2788 6518 2776 2788 6518 6518 2776 2776 2788 2788 2788
substitution,2,cfloat,12,0,0,3,4,1,1,1,1,7134.4,14168.53,6.75,7098.05,9112.0,6.67,26.0,6.0,6.0,10.0,13551.0,1920 1952 4400 1920 4496 4464
substitution,2,float,288,0,0,4,3,0,1,1,1,171046.4,372346.51,4.49,192358.15,228506.0,4.83,108.0,10.0,10.0,23.0,661544.0,2064 2048 2064 7344 7408 2048 2064 7440 7440 2048
substitution,2,float,352,0,0,4,2,1,1,1,0,120644.8,328016.34,4.13,170160.49,199826.0,4.55,104.0,10.0,10.0,22.0,656424.0,2048 2064 2064 5536 5568 2048 2064 5584 5584 2048
substitution,1,float,64,0,0,2,2,1,1,1,1,3451.2,5202.34,37.67,3398.4,2223.0,71.97,15.0,3.0,3.0,6.0,31880.0,1900 3084 3084
substitution,2,float,432,0,0,6,3,1,1,1,0,138620.79,323131.2,7.72,167744.24,199989.0,8.28,226.0,21.0,21.0,46.0,1387164.0,2064 5584 5568 2048 2064 2064 2064 2064 5536 2048 2064 2064 5584 2064 2048 5584 5584 2048 2048 2064 2064
substitution,2,float,240,0,0,3,2,1,1,1,1,78438.39,179318.97,5.06,94741.41,108375.0,5.57,61.0,6.0,6.0,13.0,328422.0,2048 2064 5536 2048 5584 5568
substitution,1,float,48,0,0,3,4,0,1,1,1,2459.19,4031.14,79.84,2405.6,2007.0,119.58,30.0,6.0,6.0,12.0,37870.0,2046 2094 3024 2032 3060 3012
substitution,1,float,48,0,0,3,2,1,1,1,1,1272.0,2092.05,78.35,1225.25,1035.0,115.94,27.0,6.0,6.0,12.0,23278.0,2030 2078 2968 2016 3028 2964
substitution,2,cfloat,60,0,0,3,3,1,1,1,1,33385.6,71452.67,4.91,36589.73,45004.0,5.05,35.0,6.0,6.0,12.0,75567.0,2256 2288 5952 2256 6048 6000
substitution,22,cfloat,256,0,0,8,2,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,40,0,0,1,2,0,default,default,default,,,,,,,,,,,,
substitution,2,float,72,0,0,1,3,0,1,1,1,127740.8,242948.37,1.69,127668.0,143986.0,1.87,12.0,1.0,1.0,2.0,66386.0,7296
substitution,2,cfloat,48,0,0,4,1,1,1,1,1,6200.0,12130.56,7.81,6144.45,8759.0,7.57,43.0,10.0,10.0,19.0,28790.0,2208 5808 2208 2224 5808 5824 2224 2208 2224 5728
substitution,1,cfloat,40,0,0,2,1,0,1,1,1,2820.8,3411.94,-1.0,-1.0,1405.0,44.44,24.0,6.0,6.0,7.0,56609.0,1490 2932 1490 1934 1490 2898
substitution,1,float,32,0,0,2,3,0,1,1,1,1867.2,3069.76,52.76,1820.0,1477.0,81.24,15.0,3.0,3.0,6.0,15496.0,2032 3024 3012
substitution,22,float,768,0,0,8,1,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,16,0,0,4,4,0,default,default,default,,,,,,,,,,,,
